Eq_Latitude,Eq_Longitude,Depth,Magnitude,City
35.696,-4.991,56.6,3.6,Al Hoceima
35.07,-3.039,11,3,Al Hoceima
35.199,-3.85,0,2.9,Al Hoceima
35.086,-3.172,0,3.1,Al Hoceima
34.922,-5.376,30,3.1,Al Hoceima
35.432,-4.095,0,3,Al Hoceima
34.977,-2.965,10.7,3.7,Al Hoceima
35,-3.08,0,4.4,Al Hoceima
35.065,-3.049,7.9,3.7,Al Hoceima
34.114,-5.631,0,3.8,Al Hoceima
34.999,-2.914,9.2,3.4,Al Hoceima
34.997,-3.094,9.4,3.1,Al Hoceima
35.259,-4.188,12.6,3.9,Al Hoceima
35.361,-4.316,1.2,3.1,Al Hoceima
35.037,-3.939,0,3.6,Al Hoceima
35.065,-4.022,0,3,Al Hoceima
35.16,-3.207,0,3.3,Al Hoceima
35.039,-3.148,0,3.6,Al Hoceima
35.045,-3.156,0,3.4,Al Hoceima
35.096,-3.198,0,3.1,Al Hoceima
34.887,-3.018,10,4,Al Hoceima
35.037,-3.144,0,3.3,Al Hoceima
34.987,-3.141,0,3.4,Al Hoceima
34.942,-2.956,9.5,3.1,Al Hoceima
35.014,-3.093,0,3,Al Hoceima
35.088,-3.172,0,2.9,Al Hoceima
35.025,-3.055,7.3,3.8,Al Hoceima
35.03,-3.147,0,3.6,Al Hoceima
35.022,-2.977,16.5,3.5,Al Hoceima
34.968,-3.077,1.8,4.3,Al Hoceima
34.926,-3.073,0,3.4,Al Hoceima
35.102,-3.16,0,3.2,Al Hoceima
35.035,-3.101,0,3.7,Al Hoceima
34.909,-2.982,0,3.1,Al Hoceima
35.055,-3.172,0,3,Al Hoceima
35.087,-3.154,10,3,Al Hoceima
35.028,-3.174,0,3.4,Al Hoceima
34.923,-4.271,0,2.9,Al Hoceima
35.154,-3.156,0,3.1,Al Hoceima
35.076,-3.189,0,3.3,Al Hoceima
35.071,-4.053,0,3.3,Al Hoceima
35.105,-3.193,0,2.9,Al Hoceima
34.949,-3.005,0,3.6,Al Hoceima
34.998,-3.125,0,3.4,Al Hoceima
35.054,-3.166,0,3.6,Al Hoceima
35.063,-3.122,0,3.2,Al Hoceima
34.964,-3.04,0,3.3,Al Hoceima
34.978,-3.06,0,3.5,Al Hoceima
35.382,-4.195,0,3.2,Al Hoceima
35.005,-3.06,4.6,3.8,Al Hoceima
34.732,-3.021,0,3.2,Al Hoceima
34.998,-3.041,8.1,3.3,Al Hoceima
35.008,-3.087,3.4,3.5,Al Hoceima
35.026,-3.013,12,3.3,Al Hoceima
34.958,-3.051,1.8,3.5,Al Hoceima
35.058,-3.077,12.1,3,Al Hoceima
34.969,-3.059,1.8,3.5,Al Hoceima
35.164,-3.093,5.1,3.2,Al Hoceima
35.018,-3.116,0,3.5,Al Hoceima
34.949,-3.078,5.3,3.5,Al Hoceima
34.893,-2.83,0,3.3,Al Hoceima
34.992,-3.026,5.2,3.5,Al Hoceima
35.095,-3.155,0,3.5,Al Hoceima
34.957,-3.055,0,3.7,Al Hoceima
34.932,-3.042,10,4.3,Al Hoceima
35.004,-3.044,0,3.5,Al Hoceima
34.951,-2.997,0,3.8,Al Hoceima
34.951,-3.034,0,3.5,Al Hoceima
35.113,-3.201,0,3.1,Al Hoceima
34.962,-3.096,0,3.1,Al Hoceima
35.002,-3.089,0,3.9,Al Hoceima
35.06,-3.174,0,3.1,Al Hoceima
35.005,-3.14,0,3.2,Al Hoceima
34.965,-3.037,0,3.5,Al Hoceima
34.947,-3.066,0,3.8,Al Hoceima
34.954,-3.001,0,3.1,Al Hoceima
34.984,-3.138,0,3.1,Al Hoceima
35.061,-3.188,0,3.3,Al Hoceima
35.034,-3.177,0,3,Al Hoceima
35.006,-3.124,0,3.1,Al Hoceima
35.104,-3.223,0,3.1,Al Hoceima
35.043,-3.11,0,3.5,Al Hoceima
34.959,-3.007,0,4.6,Al Hoceima
34.969,-3.083,0,3.3,Al Hoceima
35.047,-3.16,0,3.1,Al Hoceima
34.986,-3.147,0,3.3,Al Hoceima
35.002,-3.104,0,4.3,Al Hoceima
34.94,-2.924,0,3,Al Hoceima
34.919,-2.981,0,3.5,Al Hoceima
35.038,-3.016,0,2.9,Al Hoceima
34.952,-2.983,0,3.5,Al Hoceima
34.98,-3.06,0,3.3,Al Hoceima
34.925,-2.969,0,4.3,Al Hoceima
35.013,-2.995,8.8,3.4,Al Hoceima
35.057,-2.903,18.9,2.9,Al Hoceima
34.963,-3.005,5.5,3.3,Al Hoceima
34.992,-3.093,0,3.3,Al Hoceima
34.969,-2.958,0,3.1,Al Hoceima
34.975,-3.009,0,3.1,Al Hoceima
34.952,-3.062,0,3.1,Al Hoceima
34.927,-3.019,0,3.8,Al Hoceima
34.972,-3.053,0,4,Al Hoceima
35.053,-3.175,0,3.1,Al Hoceima
35.017,-2.947,0,3.2,Al Hoceima
35.079,-3.107,0,3,Al Hoceima
34.952,-2.98,0,3.8,Al Hoceima
35.04,-2.953,9.3,3.3,Al Hoceima
35.008,-3.075,0,3.3,Al Hoceima
34.972,-3.112,0,3.3,Al Hoceima
35.078,-3.132,0,3.3,Al Hoceima
35.151,-3.162,0,3.1,Al Hoceima
34.903,-2.901,0,3.6,Al Hoceima
35.059,-3.145,0,3.2,Al Hoceima
34.973,-3.032,0,3,Al Hoceima
34.999,-3.124,0,3.4,Al Hoceima
35.036,-3.145,10,5.1,Al Hoceima
34.984,-3.055,0,3.9,Al Hoceima
35.004,-3.056,0,3.5,Al Hoceima
34.992,-3.039,0,3.5,Al Hoceima
35.007,-3.095,1.4,3.9,Al Hoceima
34.923,-2.978,0,3.4,Al Hoceima
34.981,-2.999,0,3.6,Al Hoceima
34.934,-3.022,0,4.4,Al Hoceima
34.977,-3.048,0.3,4,Al Hoceima
34.993,-3.088,0,3.5,Al Hoceima
34.955,-2.987,8.4,3.8,Al Hoceima
34.964,-3.07,0,3.1,Al Hoceima
35.101,-3.167,0,3,Al Hoceima
34.965,-3.047,0,3.7,Al Hoceima
35.026,-3.108,0,2.9,Al Hoceima
34.905,-2.857,0,3.2,Al Hoceima
35.009,-3.06,4.5,3.6,Al Hoceima
35.055,-3.122,0,2.9,Al Hoceima
35.001,-3.091,0,3.7,Al Hoceima
35.059,-3.172,0,2.9,Al Hoceima
35.148,-3.193,0,2.9,Al Hoceima
34.978,-2.97,10,3.5,Al Hoceima
35.071,-3.164,0,3.1,Al Hoceima
35.181,-3.168,0,3.1,Al Hoceima
34.976,-2.943,17.7,3.2,Al Hoceima
34.942,-3.038,0,3.1,Al Hoceima
34.961,-2.986,5.7,4.1,Al Hoceima
35.008,-3.118,0,3.3,Al Hoceima
35.028,-3.033,13.5,4.9,Al Hoceima
34.962,-3.093,0,3.7,Al Hoceima
35.059,-3.085,0,3.4,Al Hoceima
35.074,-3.163,0,3.3,Al Hoceima
34.976,-3.079,0,3.7,Al Hoceima
35.032,-3.145,0,3.3,Al Hoceima
34.996,-2.986,6.4,3.7,Al Hoceima
35.538,-4.337,0,2.9,Al Hoceima
35.403,-3.616,0,3.4,Al Hoceima
35.519,-4.034,3.7,3.4,Al Hoceima
34.812,-3.65,29.7,3.2,Al Hoceima
35.002,-4.585,33.1,4.2,Al Hoceima
34.9,-5.767,19,4,Al Hoceima
34.788,-4.037,28.6,3.2,Al Hoceima
35.084,-3.852,0,3,Arfoud
35.148,-4.011,0,3.7,Arfoud
34.871,-4.461,26.1,3.9,Arfoud
35.185,-3.976,23.7,3.7,Asilah
35.064,-4.018,0,3.4,Asilah
35.13,-3.863,0,3.4,Asilah
34.866,-5.749,0,3.2,Asilah
34.886,-3.831,0,3.2,Asilah
34.859,-3.861,0,3.1,Asilah
35.735,-4.752,67.9,3,Asilah
34.993,-3.871,0,3.4,Asilah
35.038,-3.855,0,3.5,Asilah
34.97,-4.022,4.5,3.7,Asilah
35.142,-3.995,0,3.4,Asilah
34.984,-4.077,0,3.9,Asilah
34.959,-4.008,23.5,3.8,Asilah
35.053,-4.035,0,3,Asilah
35.203,-3.983,0,3.6,Asilah
35.11,-4.094,10,4.5,Asilah
35.219,-4.001,0,3.1,Asilah
34.936,-3.816,12.3,3.4,Asilah
35.082,-3.862,8.7,3.5,Asilah
35.074,-3.879,0,3.2,Asilah
35.123,-4.27,0,3.4,Asilah
34.803,-5.619,0,3.5,Azrou
34.591,-4.216,0,3.5,Azrou
35.259,-4.081,0,3.4,Azrou
35.192,-3.962,0,3.9,Azrou
35.052,-3.856,0,3.1,Beni Mellal
35.008,-3.891,0,3.2,Beni Mellal
35.119,-4.019,0,3.4,Beni Mellal
35.77,-4.616,70.2,3.1,Berkane
35.633,-6.839,65.7,3.4,Berkane
35.014,-3.887,0,3.3,Berkane
34.866,-3.887,0,4.5,Bni Bouayach
34.981,-3.955,16.4,3.6,Bni Bouayach
35.375,-4.086,0,3.4,Bni Bouayach
35.156,-4.052,0,4.2,Bni Bouayach
35.235,-4.338,0,3.5,Bni Bouayach
35.183,-5.793,75.1,3.9,Bni Bouayach
35.033,-4.045,0,3.5,Bni Bouayach
35.121,-4.124,0,3.4,Bni Bouayach
35.162,-4.182,10,3,Bni Bouayach
35.186,-4.028,0,3.8,Bni Bouayach
35.354,-4.062,0,3.3,Bni Bouayach
34.838,-4.115,34.2,4,Bni Bouayach
35.161,-4.065,0,4.4,Bni Bouayach
34.977,-4.1,0,3.6,Bni Bouayach
35.226,-4.214,0,3.3,Bni Bouayach
34.765,-4.074,0,3.4,Bni Bouayach
34.878,-3.842,0,3.4,Bni Bouayach
30.865,-7.374,0,3.9,Bni Bouayach
35.129,-4.071,0,3.2,Bni Bouayach
35.03,-4.101,0,3.1,Bni Bouayach
35.079,-4,0,3.8,Bni Bouayach
34.935,-4.268,49.4,3.3,Bni Bouayach
35.064,-3.827,0,3.1,Bni Bouayach
35.029,-5.017,36,3,Bni Bouayach
35.268,-4.246,0,3.4,Bni Bouayach
35.073,-4.063,0,3,Bni Bouayach
35.055,-3.848,0,3.4,Bni Bouayach
35.384,-3.954,0,3.2,Bni Bouayach
34.964,-3.883,0,3.1,Bni Bouayach
34.926,-3.868,0,3.3,Bni Bouayach
34.936,-3.876,3.9,4.1,Bni Bouayach
35.442,-3.819,10,3.3,Bni Bouayach
35.359,-3.866,17.5,3.4,Bni Bouayach
35.315,-3.839,30.4,3.5,Bni Bouayach
35.444,-3.851,0,3.2,Bni Bouayach
35.118,-4.286,59,2.9,Bni Bouayach
34.704,-3.991,0,3.6,Bni Bouayach
35.247,-4.234,0,3.8,Bni Bouayach
35.189,-4.283,0,3.5,Bni Bouayach
34.949,-3.916,0,2.9,Bni Bouayach
35.157,-3.971,0,4.1,Bni Bouayach
34.981,-3.855,0,2.9,Bni Bouayach
35.157,-4.404,21.1,3.9,Bni Bouayach
35.114,-4.173,0,3.5,Bni Bouayach
34.779,-9.601,10,4.2,Bni Bouayach
35.092,-3.513,0,3.3,Bni Bouayach
35.005,-3.51,0,3.1,Bni Bouayach
35.04,-3.997,0,3.6,Bni Bouayach
35.022,-4.018,0,3.1,Bni Bouayach
35.159,-4.001,0,3.5,Bni Bouayach
35.626,-5.599,10,3.7,Bni Bouayach
35.35,-3.845,0,3.2,Bni Bouayach
35.301,-3.921,0,3.5,Bni Bouayach
35.129,-4.251,0,3.5,Bni Bouayach
34.958,-4.073,0,2.9,Bni Bouayach
34.979,-4.039,0,3.4,Bni Bouayach
35.098,-4.234,0,3.3,Bni Bouayach
34.949,-4.267,40.1,3.6,Bni Bouayach
35.157,-4.015,0,4.4,Bni Bouayach
35.003,-3.984,0,3.3,Bni Bouayach
35.214,-3.999,0,3.5,Bni Bouayach
34.642,-3.872,0,3.2,Bni Bouayach
34.925,-3.84,0,3.3,Bni Bouayach
35.143,-4.139,0,3.2,Bni Bouayach
35.083,-3.99,0,4,Bni Bouayach
35.02,-3.995,0,3.4,Bni Bouayach
35.231,-4.024,0,3.4,Bni Bouayach
35.104,-2.632,2.7,3.7,Bni Bouayach
35.158,-4.193,0,3.3,Bni Bouayach
35.324,-4.245,0,3,Bni Bouayach
35.21,-4.244,7.9,3.2,Bni Bouayach
35.102,-3.948,11.5,3.8,Bni Bouayach
35.442,-3.77,0,3.4,Bni Bouayach
35.185,-3.999,0,3.3,Bni Bouayach
35.291,-4.228,0,3.5,Bni Bouayach
35.184,-4.131,7,3.4,Bni Bouayach
34.868,-3.882,0,3.6,Bni Bouayach
35.108,-3.839,0,2.9,Bni Bouayach
34.79,-3.766,16.1,3.7,Bni Bouayach
35.081,-4.175,12.1,3.5,Bni Bouayach
34.74,-2.73,0,3.5,Bni Bouayach
35.426,-3.84,0,3.3,Bni Bouayach
35.437,-3.788,0,3.6,Bni Bouayach
35.151,-3.92,0,3.4,Bni Bouayach
35.036,-4.045,0,3,Bni Bouayach
35.123,-3.943,0,3.1,Bni Bouayach
34.947,-3.894,17.6,3.1,Bni Bouayach
35.048,-3.908,0,3.3,Bni Bouayach
35.222,-4.151,0,3.2,Bni Bouayach
35.029,-4.021,0,3.5,Bni Bouayach
35.432,-4.173,0,3.2,Bni Bouayach
35.014,-3.996,0,3.5,Bni Bouayach
34.994,-3.82,0,3.8,Bni Bouayach
35.221,-4.095,0,3.5,Bni Bouayach
35.48,-3.849,0,3.2,Bni Bouayach
35.211,-4.003,0,3.4,Bni Bouayach
35.139,-3.799,0,3.4,Bni Bouayach
35.276,-3.938,0,3.6,Bni Bouayach
35.129,-3.955,0,3.4,Bni Bouayach
35.199,-4.273,0,3.4,Bni Bouayach
35.194,-4.239,0,3.5,Bni Bouayach
34.972,-2.479,18,3.5,Bni Bouayach
35.031,-3.815,0,3.8,Bni Bouayach
35.171,-4.007,0,3.2,Bni Bouayach
35.192,-4.09,0,3.1,Bni Bouayach
34.993,-3.915,0,3.5,Bni Bouayach
35.211,-4.245,0,2.9,Bni Bouayach
35.442,-4.366,0,3.2,Bni Bouayach
35.024,-3.994,0,3.2,Bni Bouayach
34.793,-2.852,0,3.6,Bni Bouayach
34.864,-2.755,0,3.9,Bni Bouayach
34.913,-3.998,0,3.4,Bni Bouayach
34.988,-4.094,0,3.3,Bni Bouayach
35.092,-5.885,0,3.7,Bni Bouayach
35.196,-3.951,0,3.7,Bni Bouayach
34.983,-3.793,0,3.2,Bni Bouayach
35.261,-3.951,0,3.3,Bni Bouayach
35.75,-3.898,0,3.4,Bni Bouayach
35.725,-2.264,0,4,Bni Bouayach
35.115,-3.981,0,3.6,Bni Bouayach
35.146,-3.932,0,3.1,Bni Bouayach
35.043,-4.144,0,3.4,Bni Bouayach
35.457,-3.827,0,2.9,Bni Bouayach
35.095,-4.123,0,4.3,Bni Bouayach
34.63,-3.787,0,3.3,Bni Bouayach
35.211,-4.286,0,2.9,Bni Bouayach
35.242,-3.89,0,3.3,Bni Bouayach
35.123,-3.958,0,3.2,Bni Bouayach
35.314,-3.97,0,2.9,Bni Bouayach
35.232,-4.024,0,3,Bni Bouayach
35.155,-3.999,0,3.3,Bni Bouayach
35.059,-3.983,0,4.1,Bni Bouayach
35.015,-3.984,0,3.6,Bni Bouayach
35.224,-3.94,0,3.1,Bni Bouayach
35.15,-4.124,0,3.1,Bni Bouayach
35.141,-3.899,0,3.7,Bni Bouayach
35.04,-3.715,0,3.3,Bni Bouayach
34.832,-4.037,10,4,Bni Bouayach
35.088,-4.055,0,3.1,Bni Bouayach
35.122,-4.027,0,3.5,Bni Bouayach
34.911,-3.7,0,3.4,Bni Bouayach
35,-4.014,0,3,Bni Bouayach
34.957,-4.02,0,3.2,Bni Bouayach
34.634,-3.768,0,3.6,Bni Bouayach
35.152,-4.184,0,3,Bni Bouayach
35.083,-3.898,19.3,3.7,Bni Bouayach
35.275,-4.082,0,3.3,Bni Bouayach
35.167,-4.039,0,3.4,Bni Bouayach
35.059,-4.108,0,4.5,Bni Bouayach
34.926,-4.015,0,3.7,Bni Bouayach
35.07,-3.957,0,3.8,Bni Bouayach
35.202,-5.306,0,3.3,Bni Bouayach
35.146,-3.969,0,3.2,Bni Bouayach
35.073,-3.998,0,3,Bni Bouayach
35.24,-3.966,0,3.4,Bni Bouayach
34.968,-4.107,26.5,3.5,Bni Bouayach
35.239,-4.062,0,3.2,Bni Bouayach
35.033,-3.981,0,3.1,Bni Bouayach
35.091,-3.977,0,3.7,Bni Bouayach
35.209,-4.147,0,3.3,Bni Bouayach
35.107,-4.125,0,3.4,Bni Bouayach
35.093,-4.099,0,4.1,Bni Bouayach
35.552,-3.623,0,3,Bni Bouayach
35.175,-3.991,0,3.4,Bni Bouayach
35.18,-4.011,0,3.4,Bni Bouayach
35.1,-4.094,0,3.7,Bni Bouayach
35.27,-4.19,0,3.2,Bni Bouayach
35.311,-3.846,0,3.2,Bni Bouayach
35.069,-4.019,0,3.2,Bni Bouayach
35.076,-3.996,0,3.4,Bni Bouayach
35.105,-4.015,0,3.4,Bni Bouayach
34.977,-3.995,0,3.5,Bni Bouayach
35.016,-4.089,0,3.5,Bni Bouayach
35.139,-3.932,0,3.4,Bni Bouayach
34.9,-4.154,0,3.7,Bni Bouayach
35.069,-4.065,0,3.4,Bni Bouayach
35.095,-4.133,0,3.2,Bni Bouayach
35.162,-3.959,0,3.5,Bni Bouayach
34.923,-4.205,0,3.5,Bni Bouayach
34.831,-3.778,0,3.2,Bni Bouayach
35.257,-4.23,0,3.4,Bni Bouayach
35.073,-4.15,0,2.9,Bni Bouayach
34.96,-3.992,0,3.8,Bni Bouayach
35.086,-4.078,0,2.9,Bni Bouayach
35.123,-3.827,0,3.6,Bni Bouayach
35.068,-3.837,0,3.1,Bni Bouayach
35.079,-3.775,0,3.1,Bni Bouayach
34.931,-2.733,0,3.1,Bni Bouayach
35.222,-3.828,0,3.1,Bni Bouayach
34.623,-3.999,0,3.8,Bni Bouayach
34.97,-3.97,0,3.7,Bni Bouayach
35.241,-3.965,0,3.5,Bni Bouayach
35.052,-4.03,0,4.2,Bni Bouayach
34.984,-3.948,0,3.2,Bni Bouayach
35.273,-4.09,0,3.1,Bni Bouayach
35.008,-3.983,0,3.8,Bni Bouayach
35.082,-4.036,0,3.4,Bni Bouayach
35.211,-4.56,0,3.2,Bni Bouayach
35.009,-2.714,0,3.7,Bni Bouayach
35,-3.986,0,3.5,Bni Bouayach
34.992,-2.725,0,3.3,Bni Bouayach
35.193,-3.977,0,3.2,Bni Bouayach
35.114,-4.03,0,3.3,Bni Bouayach
34.05,-3.852,10,3.2,Bni Bouayach
35.205,-4.027,0,3.2,Bni Bouayach
35.178,-3.986,0,3.1,Bni Bouayach
35.251,-4.063,0,3.1,Bni Bouayach
35.172,-3.89,0,3.2,Bni Bouayach
35.239,-3.901,0,3.2,Bni Bouayach
35.151,-3.969,0,3.2,Bni Bouayach
35.339,-3.873,0,3.9,Bni Bouayach
35.14,-4.001,0,3.2,Bni Bouayach
35.171,-3.99,0,3.3,Bni Bouayach
35.044,-3.988,11.5,4.1,Bni Bouayach
34.941,-2.787,0,3,Bni Bouayach
35.208,-4.002,0,3.3,Bni Bouayach
34.914,-4.009,0,4,Bni Bouayach
35.253,-4.162,0,3.3,Bni Bouayach
35.163,-4.014,0,3.4,Bni Bouayach
35.196,-4.037,0,3.5,Bni Bouayach
35.178,-3.982,0,3.3,Bni Bouayach
35.171,-4.034,24.1,3.8,Bni Bouayach
35.069,-4.116,0,3.3,Bni Bouayach
35.105,-4.09,0,3.8,Bni Bouayach
35,-3.888,0,3.6,Bni Bouayach
35.184,-3.88,0,3.1,Bni Bouayach
35.007,-4.148,0,4.4,Bni Bouayach
35.211,-3.846,0,3.7,Bni Bouayach
35.104,-3.953,0,3.3,Bni Bouayach
35.005,-2.65,0,3,Bouarfa
35.139,-3.977,0,3.9,Bouarfa
35.111,-4.046,0,3.7,Bouarfa
35.064,-4.066,0,3.5,Boujniba
35.066,-3.981,0,3.4,Cap Negro II
35.17,-4.008,0,3.4,Cap Negro II
35.165,-4.226,0,3.8,Cap Negro II
35.052,-3.922,0,3.4,Cap Negro II
35.176,-4.179,0,3.5,Cap Negro II
34.944,-2.87,0,2.9,Cap Negro II
35.019,-2.643,0,3.5,Cap Negro II
34.979,-2.812,0,3.6,Cap Negro II
35,-2.716,0,3.4,Cap Negro II
35.065,-4.204,37.2,3,Cap Negro II
35.216,-4.096,0,3,Cap Negro II
35.229,-3.887,0,2.9,Cap Negro II
35.058,-4.02,0,3.3,Cap Negro II
34.935,-4.02,71,3.4,Cap Negro II
34.971,-2.698,0,3.9,Cap Negro II
34.945,-4.008,0,3.6,Cap Negro II
35.14,-3.967,0,3.4,Cap Negro II
35.161,-3.988,0,3.4,Cap Negro II
35.097,-2.673,7.7,3.1,Cap Negro II
34.788,-4.047,0,3.6,Cap Negro II
35.32,-4.083,0,3.5,Casablanca
